cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age,strength,source
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,44.85,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,44.2,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,49.24,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,42.9,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,49.16,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,52.74,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,35.57,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,1.0,17.5,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,4.0,36.55,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,7.0,37.85,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,44.85,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,46.07,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,48.35,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,59.8,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,42.0,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,47.05,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,7.0,36.87,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,45.74,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,35.0,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,42.9,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,52.17,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,36.87,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,41.67,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,48.35,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,46.07,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,46.72,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,2.0,20.67,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,44.2,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,2.0,29.22,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,9.0,39.07,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,30.0,41.02,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,35.73,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,46.07,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,33.7,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,28.81,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,41.35,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,7.0,29.55,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,37.2,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,38.17,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,41.35,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,47.7,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,7.0,25.15,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,33.7,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,46.72,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,45.42,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,27.02,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.5,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,34.02,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,27.02,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,36.55,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.17,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,23.12,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.17,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,33.37,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.72,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,10.74,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,11.15,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,12.78,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,8.87,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.17,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,23.5,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,23.5,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,28.0,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,29.5,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,27.5,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,33.0,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.5,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,35.0,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,34.0,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,29.0,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.0,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.5,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,26.0,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,36.5,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,37.0,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,38.0,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,26.5,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.5,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.0,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,28.0,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,28.0,24.18,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,28.0,22.88,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,28.0,23.75,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,22.66,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.18,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.62,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.49,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.49,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.36,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.4,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.06,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.58,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.84,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.4,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,23.97,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,27.23,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,28.76,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,27.02,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.84,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.58,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.15,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,27.45,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,27.89,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,29.2,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.15,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,28.11,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.58,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,27.02,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.36,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.71,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,23.75,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.06,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,27.89,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,23.75,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.93,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.62,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,26.58,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,25.93,D2
400.0,0.0,0.0,180.0,0.0,1062.0,708.0,28.0,24.62,D2
382.97872340425533,0.0,0.0,180.0,0.0,1072.2127659574467,714.8085106382979,28.0,20.48,D2
382.97872340425533,0.0,0.0,180.0,0.0,1072.2127659574467,714.8085106382979,28.0,20.92,D2
382.97872340425533,0.0,0.0,180.0,0.0,1072.2127659574467,714.8085106382979,28.0,19.61,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.65,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.78,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.69,D2
461.53846153846155,0.0,0.0,180.0,0.0,1025.076923076923,683.3846153846155,28.0,25.71,D2
461.53846153846155,0.0,0.0,180.0,0.0,1025.076923076923,683.3846153846155,28.0,28.76,D2
461.53846153846155,0.0,0.0,180.0,0.0,1025.076923076923,683.3846153846155,28.0,27.89,D2
486.4864864864865,0.0,0.0,180.0,0.0,1010.1081081081081,673.4054054054054,28.0,26.8,D2
486.4864864864865,0.0,0.0,180.0,0.0,1010.1081081081081,673.4054054054054,28.0,30.94,D2
486.4864864864865,0.0,0.0,180.0,0.0,1010.1081081081081,673.4054054054054,28.0,29.85,D2
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,18.3,D2
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,16.56,D2
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,18.52,D2
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,16.56,D2
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,18.52,D2
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,17.43,D2
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,18.3,D2
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,16.78,D2
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,16.56,D2
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,16.12,D2
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,17.65,D2
339.62264150943395,0.0,0.0,180.0,0.0,1098.2264150943397,732.1509433962265,28.0,17.43,D2
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,3.0,37.85,D2
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,7.0,42.83,D2
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,28.0,56.1,D2
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,90.0,65.9,D2
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,180.0,70.2,D2
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,365.0,77.4,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,3.0,52.95,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,7.0,62.6,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,28.0,72.6,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,90.0,75.9,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,180.0,83.4,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,365.0,94.1,D2
720.0,0.0,0.0,180.0,0.0,870.0,580.0,3.0,63.7,D2
720.0,0.0,0.0,180.0,0.0,870.0,580.0,7.0,77.3,D2
720.0,0.0,0.0,180.0,0.0,870.0,580.0,28.0,95.1,D2
720.0,0.0,0.0,180.0,0.0,870.0,580.0,90.0,99.8,D2
720.0,0.0,0.0,180.0,0.0,870.0,580.0,180.0,105.1,D2
720.0,0.0,0.0,180.0,0.0,870.0,580.0,365.0,109.2,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,3.0,61.0,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,7.0,75.2,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,28.0,94.3,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,90.0,98.0,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,180.0,100.1,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,365.0,108.2,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,3.0,35.52,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,7.0,46.56,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,28.0,63.8,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,90.0,68.6,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,180.0,67.0,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,365.0,78.5,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,3.0,33.86,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,7.0,41.09,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,28.0,61.3,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,90.0,68.0,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,180.0,70.9,D2
428.5714285714286,0.0,0.0,180.0,0.0,1044.8571428571427,696.5714285714286,365.0,75.4,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,3.0,55.7,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,7.0,62.6,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,28.0,75.6,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,90.0,80.7,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,180.0,81.8,D2
750.0,0.0,0.0,180.0,0.0,852.0,568.0,365.0,87.0,D2
720.0,0.0,0.0,180.0,0.0,870.0,580.0,3.0,59.8,D2
720.0,0.0,0.0,180.0,0.0,870.0,580.0,7.0,67.7,D2
720.0,0.0,0.0,180.0,0.0,870.0,580.0,28.0,79.6,D2
720.0,0.0,0.0,180.0,0.0,870.0,580.0,90.0,82.7,D2
720.0,0.0,0.0,180.0,0.0,870.0,580.0,180.0,83.4,D2
720.0,0.0,0.0,180.0,0.0,870.0,580.0,365.0,85.1,D2
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,3.0,36.35,D2
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,7.0,45.57,D2
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,28.0,54.9,D2
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,90.0,67.2,D2
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,180.0,68.0,D2
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,365.0,74.1,D2
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,3.0,33.28,D2
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,7.0,38.43,D2
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,28.0,50.8,D2
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,90.0,51.63,D2
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,180.0,53.37,D2
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,365.0,56.3,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.43,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,13.32,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,11.28,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,11.08,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,12.1,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,13.73,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.17,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.17,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.64,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.12,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.33,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.39,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.39,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.46,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.62,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.16,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.16,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.26,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.1,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.69,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.47,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.06,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.72,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.08,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,13.6,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.97,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.92,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.13,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.54,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.54,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.2,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.33,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.33,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.47,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.72,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.52,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.52,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.56,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.16,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.16,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.07,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.34,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.41,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.41,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.41,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.95,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.5,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.63,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.84,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.97,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.88,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.15,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.38,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.99,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.99,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.99,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.99,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.61,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.02,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.88,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.15,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.7,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.9,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.58,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.92,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.52,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.84,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.36,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.84,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.84,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.25,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.52,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.59,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.45,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.79,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.0,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.34,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.82,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.13,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.36,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.22,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.14,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.55,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.75,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.23,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.5,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.7,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.98,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.39,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.57,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.38,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.66,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.2,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.13,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.75,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.75,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.75,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.48,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.93,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.93,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.59,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.12,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.12,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.12,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.71,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.1,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.21,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.8,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.12,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.44,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.51,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.78,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.13,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,20.44,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.06,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,19.77,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,21.94,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.97,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,23.65,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,23.57,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,23.37,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.05,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.55,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.55,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,22.21,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,23.43,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.11,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,23.49,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.04,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.24,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.86,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.58,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,24.59,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,25.67,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,27.24,D2
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,25.47,D2
